review_id,customer_id,product_id,review_text,rating,purchase_category,purchase_amount
R07269,C07269,P7269,"Terrible experience, never buying again.",2,Electronics,249.3
R07270,C07270,P7270,"Great product, works perfectly!",5,Home Decor,54.44
R07271,C07271,P7271,"It does what it says, but nothing exceptional.",3,Electronics,483.2
R07272,C07272,P7272,"Exceeded my expectations, excellent service.",4,Clothing,131.11
R07273,C07273,P7273,"Loved it, highly recommend.",5,Clothing,218.32
R07274,C07274,P7274,"It's okay, not the best.",3,Home Decor,7.83
R07275,C07275,P7275,"It does what it says, but nothing exceptional.",3,Clothing,30.89
R07276,C07276,P7276,"Five stars, would buy again.",4,Books,264.27
R07277,C07277,P7277,Amazing quality and very durable.,5,Books,172.1
R07278,C07278,P7278,Amazing quality and very durable.,5,Home Decor,394.51
R07279,C07279,P7279,"Loved it, highly recommend.",5,Books,210.39
R07280,C07280,P7280,Amazing quality and very durable.,4,Books,267.82
R07281,C07281,P7281,"Five stars, would buy again.",4,Toys,70.73
R07282,C07282,P7282,"Average quality, nothing special.",3,Clothing,343.23
R07283,C07283,P7283,"Exceeded my expectations, excellent service.",5,Books,181.92
R07284,C07284,P7284,"Shipping took too long, bad customer service.",2,Books,210.29
R07285,C07285,P7285,"Neutral experience, might buy again.",3,Toys,179.69
R07286,C07286,P7286,"Broke within a week, very disappointed.",2,Toys,165.92
R07287,C07287,P7287,"Average quality, nothing special.",3,Home Decor,81.18
R07288,C07288,P7288,"Worst purchase ever, do not recommend.",2,Clothing,446.43
R07289,C07289,P7289,"Five stars, would buy again.",4,Electronics,431.48
R07290,C07290,P7290,"Neutral experience, might buy again.",3,Toys,133.71
R07291,C07291,P7291,"It does what it says, but nothing exceptional.",3,Electronics,386.07
R07292,C07292,P7292,"Worst purchase ever, do not recommend.",1,Electronics,296.42
R07293,C07293,P7293,"Worst purchase ever, do not recommend.",2,Electronics,238.79
R07294,C07294,P7294,"It's okay, not the best.",3,Toys,151.57
R07295,C07295,P7295,"It's okay, not the best.",3,Electronics,76.14
R07296,C07296,P7296,"Five stars, would buy again.",4,Electronics,424.77
R07297,C07297,P7297,"Shipping took too long, bad customer service.",2,Home Decor,104.85
R07298,C07298,P7298,"Exceeded my expectations, excellent service.",5,Electronics,267.0
R07299,C07299,P7299,"Terrible experience, never buying again.",2,Home Decor,456.51
R07300,C07300,P7300,"Loved it, highly recommend.",5,Books,499.07
R07301,C07301,P7301,"Neutral experience, might buy again.",3,Books,13.41
R07302,C07302,P7302,"Broke within a week, very disappointed.",2,Toys,388.89
R07303,C07303,P7303,"Broke within a week, very disappointed.",2,Clothing,419.07
R07304,C07304,P7304,"Not worth the money, poor quality.",2,Electronics,411.19
R07305,C07305,P7305,"Terrible experience, never buying again.",2,Electronics,434.3
R07306,C07306,P7306,"Broke within a week, very disappointed.",2,Home Decor,366.44
R07307,C07307,P7307,"Terrible experience, never buying again.",1,Clothing,229.05
R07308,C07308,P7308,"Shipping took too long, bad customer service.",1,Clothing,479.37
R07309,C07309,P7309,"It's okay, not the best.",3,Books,207.06
R07310,C07310,P7310,"Exceeded my expectations, excellent service.",5,Home Decor,27.56
R07311,C07311,P7311,"Broke within a week, very disappointed.",2,Electronics,312.99
R07312,C07312,P7312,"Loved it, highly recommend.",4,Home Decor,405.9
R07313,C07313,P7313,"Not bad, but not great either.",3,Books,137.55
R07314,C07314,P7314,"Not bad, but not great either.",3,Electronics,458.57
R07315,C07315,P7315,"Shipping took too long, bad customer service.",2,Home Decor,258.78
R07316,C07316,P7316,"Shipping took too long, bad customer service.",2,Electronics,208.55
R07317,C07317,P7317,"Great product, works perfectly!",5,Electronics,90.81
R07318,C07318,P7318,"Shipping took too long, bad customer service.",1,Home Decor,399.67
R07319,C07319,P7319,"Not bad, but not great either.",3,Clothing,169.73
R07320,C07320,P7320,"Not bad, but not great either.",3,Home Decor,29.01
R07321,C07321,P7321,"Worst purchase ever, do not recommend.",2,Books,307.67
R07322,C07322,P7322,"It's okay, not the best.",3,Clothing,269.66
R07323,C07323,P7323,"Loved it, highly recommend.",4,Electronics,20.05
R07324,C07324,P7324,"Exceeded my expectations, excellent service.",5,Electronics,306.31
R07325,C07325,P7325,"Worst purchase ever, do not recommend.",2,Books,436.96
R07326,C07326,P7326,Amazing quality and very durable.,5,Clothing,374.62
R07327,C07327,P7327,"Average quality, nothing special.",3,Electronics,110.23
R07328,C07328,P7328,"Shipping took too long, bad customer service.",1,Electronics,335.65
R07329,C07329,P7329,"Broke within a week, very disappointed.",1,Electronics,11.0
R07330,C07330,P7330,"Exceeded my expectations, excellent service.",4,Clothing,386.23
R07331,C07331,P7331,Amazing quality and very durable.,4,Books,320.8
R07332,C07332,P7332,"Worst purchase ever, do not recommend.",2,Toys,412.72
R07333,C07333,P7333,"Great product, works perfectly!",4,Toys,240.44
R07334,C07334,P7334,"Not bad, but not great either.",3,Home Decor,244.97
R07335,C07335,P7335,"Not worth the money, poor quality.",2,Home Decor,423.09
R07336,C07336,P7336,"Worst purchase ever, do not recommend.",1,Electronics,411.53
R07337,C07337,P7337,"Exceeded my expectations, excellent service.",5,Toys,290.05
R07338,C07338,P7338,"Loved it, highly recommend.",5,Books,246.05
R07339,C07339,P7339,"It's okay, not the best.",3,Electronics,421.15
R07340,C07340,P7340,"It's okay, not the best.",3,Clothing,171.63
R07341,C07341,P7341,"Great product, works perfectly!",4,Clothing,80.66
R07342,C07342,P7342,"Average quality, nothing special.",3,Electronics,138.02
R07343,C07343,P7343,"Five stars, would buy again.",5,Books,108.82
R07344,C07344,P7344,"Terrible experience, never buying again.",2,Books,197.67
R07345,C07345,P7345,"Exceeded my expectations, excellent service.",5,Electronics,138.8
R07346,C07346,P7346,"Great product, works perfectly!",4,Electronics,11.53
R07347,C07347,P7347,"Not bad, but not great either.",3,Books,162.3
R07348,C07348,P7348,"Terrible experience, never buying again.",1,Books,25.91
R07349,C07349,P7349,"Loved it, highly recommend.",4,Books,106.3
R07350,C07350,P7350,"Worst purchase ever, do not recommend.",1,Books,377.99
R07351,C07351,P7351,"Shipping took too long, bad customer service.",2,Clothing,191.93
R07352,C07352,P7352,"Great product, works perfectly!",5,Electronics,347.19
R07353,C07353,P7353,"Shipping took too long, bad customer service.",1,Toys,153.08
R07354,C07354,P7354,"It does what it says, but nothing exceptional.",3,Electronics,257.17
R07355,C07355,P7355,"Worst purchase ever, do not recommend.",1,Electronics,491.92
R07356,C07356,P7356,"Five stars, would buy again.",4,Home Decor,288.65
R07357,C07357,P7357,"Exceeded my expectations, excellent service.",5,Home Decor,251.64
R07358,C07358,P7358,"Broke within a week, very disappointed.",2,Books,321.38
R07359,C07359,P7359,"Loved it, highly recommend.",4,Clothing,115.27
R07360,C07360,P7360,"It's okay, not the best.",3,Home Decor,129.35
R07361,C07361,P7361,"Worst purchase ever, do not recommend.",1,Electronics,14.33
R07362,C07362,P7362,"It's okay, not the best.",3,Home Decor,171.71
R07363,C07363,P7363,"Shipping took too long, bad customer service.",1,Clothing,415.05
R07364,C07364,P7364,"Exceeded my expectations, excellent service.",5,Clothing,381.83
R07365,C07365,P7365,"Broke within a week, very disappointed.",2,Books,27.35
R07366,C07366,P7366,Amazing quality and very durable.,5,Electronics,330.64
R07367,C07367,P7367,"Exceeded my expectations, excellent service.",5,Electronics,218.94
R07368,C07368,P7368,"Not worth the money, poor quality.",2,Toys,88.45
R07369,C07369,P7369,"It does what it says, but nothing exceptional.",3,Books,310.41
R07370,C07370,P7370,"Broke within a week, very disappointed.",2,Toys,138.78
R07371,C07371,P7371,"Worst purchase ever, do not recommend.",1,Books,327.08
R07372,C07372,P7372,"Worst purchase ever, do not recommend.",1,Clothing,405.33
R07373,C07373,P7373,Amazing quality and very durable.,5,Electronics,26.93
R07374,C07374,P7374,"Exceeded my expectations, excellent service.",4,Home Decor,120.47
R07375,C07375,P7375,"Worst purchase ever, do not recommend.",1,Home Decor,49.56
R07376,C07376,P7376,"Five stars, would buy again.",5,Electronics,456.12
R07377,C07377,P7377,"Loved it, highly recommend.",4,Toys,302.23
R07378,C07378,P7378,"Shipping took too long, bad customer service.",2,Home Decor,382.54
R07379,C07379,P7379,"Five stars, would buy again.",4,Books,169.4
R07380,C07380,P7380,"Neutral experience, might buy again.",3,Books,143.78
R07381,C07381,P7381,"Great product, works perfectly!",5,Toys,421.56
R07382,C07382,P7382,"Five stars, would buy again.",5,Clothing,13.69
R07383,C07383,P7383,Amazing quality and very durable.,5,Home Decor,99.65
R07384,C07384,P7384,"Not worth the money, poor quality.",1,Home Decor,159.53
R07385,C07385,P7385,"Neutral experience, might buy again.",3,Toys,25.23
R07386,C07386,P7386,"Five stars, would buy again.",4,Toys,52.7
R07387,C07387,P7387,"Not worth the money, poor quality.",2,Clothing,373.33
R07388,C07388,P7388,"Five stars, would buy again.",4,Home Decor,334.17
R07389,C07389,P7389,"Average quality, nothing special.",3,Home Decor,238.23
R07390,C07390,P7390,"Five stars, would buy again.",4,Books,268.63
R07391,C07391,P7391,"Not bad, but not great either.",3,Clothing,232.84
R07392,C07392,P7392,"Worst purchase ever, do not recommend.",1,Toys,306.78
R07393,C07393,P7393,"Neutral experience, might buy again.",3,Books,478.06
R07394,C07394,P7394,"Neutral experience, might buy again.",3,Home Decor,61.27
R07395,C07395,P7395,"It's okay, not the best.",3,Books,157.84
R07396,C07396,P7396,"It does what it says, but nothing exceptional.",3,Home Decor,259.18
R07397,C07397,P7397,"Exceeded my expectations, excellent service.",4,Home Decor,215.55
R07398,C07398,P7398,"Loved it, highly recommend.",5,Clothing,137.32
R07399,C07399,P7399,"Shipping took too long, bad customer service.",1,Books,454.98
R07400,C07400,P7400,"Terrible experience, never buying again.",2,Toys,263.73
R07401,C07401,P7401,"Five stars, would buy again.",4,Books,83.69
R07402,C07402,P7402,"Exceeded my expectations, excellent service.",4,Home Decor,6.83
R07403,C07403,P7403,Amazing quality and very durable.,4,Books,263.38
R07404,C07404,P7404,"Not bad, but not great either.",3,Electronics,363.33
R07405,C07405,P7405,"Worst purchase ever, do not recommend.",2,Toys,420.35
R07406,C07406,P7406,"Exceeded my expectations, excellent service.",4,Home Decor,163.4
R07407,C07407,P7407,Amazing quality and very durable.,4,Clothing,322.49
R07408,C07408,P7408,"Terrible experience, never buying again.",2,Home Decor,437.53
R07409,C07409,P7409,"Great product, works perfectly!",5,Home Decor,349.68
R07410,C07410,P7410,"Loved it, highly recommend.",5,Books,403.96
R07411,C07411,P7411,"Not worth the money, poor quality.",1,Books,141.84
R07412,C07412,P7412,"Not worth the money, poor quality.",2,Toys,287.42
R07413,C07413,P7413,"Broke within a week, very disappointed.",2,Clothing,83.79
R07414,C07414,P7414,"Average quality, nothing special.",3,Electronics,325.12
R07415,C07415,P7415,"Great product, works perfectly!",4,Home Decor,113.79
R07416,C07416,P7416,"Loved it, highly recommend.",5,Toys,485.68
R07417,C07417,P7417,"Not bad, but not great either.",3,Clothing,217.53
R07418,C07418,P7418,"Broke within a week, very disappointed.",1,Toys,369.73
R07419,C07419,P7419,"Five stars, would buy again.",5,Home Decor,183.49
R07420,C07420,P7420,"Exceeded my expectations, excellent service.",4,Toys,276.57
R07421,C07421,P7421,"Broke within a week, very disappointed.",1,Clothing,359.63
R07422,C07422,P7422,"Terrible experience, never buying again.",1,Toys,379.59
R07423,C07423,P7423,"Loved it, highly recommend.",4,Clothing,87.04
R07424,C07424,P7424,"Average quality, nothing special.",3,Clothing,212.9
R07425,C07425,P7425,"Five stars, would buy again.",4,Books,242.88
R07426,C07426,P7426,"Not worth the money, poor quality.",2,Electronics,464.41
R07427,C07427,P7427,Amazing quality and very durable.,5,Books,108.84
R07428,C07428,P7428,"Loved it, highly recommend.",4,Electronics,425.41
R07429,C07429,P7429,Amazing quality and very durable.,5,Toys,224.51
R07430,C07430,P7430,"Worst purchase ever, do not recommend.",2,Toys,351.4
R07431,C07431,P7431,"Broke within a week, very disappointed.",2,Electronics,195.05
R07432,C07432,P7432,"Broke within a week, very disappointed.",2,Toys,94.99
R07433,C07433,P7433,"Great product, works perfectly!",4,Electronics,297.23
R07434,C07434,P7434,"It does what it says, but nothing exceptional.",3,Toys,330.32
R07435,C07435,P7435,"Great product, works perfectly!",5,Electronics,322.91
R07436,C07436,P7436,"Five stars, would buy again.",4,Home Decor,342.28
R07437,C07437,P7437,"Not worth the money, poor quality.",1,Toys,188.91
R07438,C07438,P7438,"It's okay, not the best.",3,Clothing,490.95
R07439,C07439,P7439,"Five stars, would buy again.",5,Clothing,267.17
R07440,C07440,P7440,"Average quality, nothing special.",3,Home Decor,447.29
R07441,C07441,P7441,Amazing quality and very durable.,4,Books,383.36
R07442,C07442,P7442,"Great product, works perfectly!",5,Electronics,237.03
R07443,C07443,P7443,"Five stars, would buy again.",4,Home Decor,252.82
R07444,C07444,P7444,"Shipping took too long, bad customer service.",2,Home Decor,150.98
R07445,C07445,P7445,"Not worth the money, poor quality.",1,Toys,77.61
R07446,C07446,P7446,"Broke within a week, very disappointed.",1,Books,193.83
R07447,C07447,P7447,"Broke within a week, very disappointed.",2,Toys,184.1
R07448,C07448,P7448,"Neutral experience, might buy again.",3,Books,173.24
R07449,C07449,P7449,"Not bad, but not great either.",3,Clothing,159.64
R07450,C07450,P7450,"Five stars, would buy again.",4,Toys,313.31
R07451,C07451,P7451,"Worst purchase ever, do not recommend.",1,Home Decor,298.89
R07452,C07452,P7452,"Neutral experience, might buy again.",3,Books,16.58
R07453,C07453,P7453,"Great product, works perfectly!",4,Electronics,213.1
R07454,C07454,P7454,"Broke within a week, very disappointed.",2,Clothing,80.62
R07455,C07455,P7455,Amazing quality and very durable.,4,Books,71.09
R07456,C07456,P7456,"Shipping took too long, bad customer service.",2,Clothing,363.84
R07457,C07457,P7457,"Broke within a week, very disappointed.",1,Clothing,113.93
R07458,C07458,P7458,"Worst purchase ever, do not recommend.",1,Electronics,239.51
R07459,C07459,P7459,"It does what it says, but nothing exceptional.",3,Toys,227.9
R07460,C07460,P7460,"Exceeded my expectations, excellent service.",4,Electronics,253.78
R07461,C07461,P7461,"Terrible experience, never buying again.",1,Books,291.74
R07462,C07462,P7462,"Great product, works perfectly!",5,Clothing,490.44
R07463,C07463,P7463,"Neutral experience, might buy again.",3,Electronics,442.53
R07464,C07464,P7464,"Loved it, highly recommend.",5,Home Decor,117.86
R07465,C07465,P7465,"Five stars, would buy again.",4,Clothing,341.26
R07466,C07466,P7466,"Five stars, would buy again.",5,Books,288.74
R07467,C07467,P7467,"Exceeded my expectations, excellent service.",4,Home Decor,22.78
R07468,C07468,P7468,"Average quality, nothing special.",3,Clothing,407.21
R07469,C07469,P7469,"Loved it, highly recommend.",4,Toys,382.64
R07470,C07470,P7470,"Broke within a week, very disappointed.",1,Electronics,217.06
R07471,C07471,P7471,"Not bad, but not great either.",3,Clothing,412.84
R07472,C07472,P7472,"Five stars, would buy again.",5,Electronics,437.1
R07473,C07473,P7473,"Loved it, highly recommend.",5,Electronics,358.66
R07474,C07474,P7474,"Broke within a week, very disappointed.",1,Electronics,315.71
R07475,C07475,P7475,"Neutral experience, might buy again.",3,Home Decor,226.77
R07476,C07476,P7476,"Broke within a week, very disappointed.",2,Electronics,337.19
R07477,C07477,P7477,"Loved it, highly recommend.",5,Clothing,278.33
R07478,C07478,P7478,"Shipping took too long, bad customer service.",1,Clothing,405.91
R07479,C07479,P7479,"Not worth the money, poor quality.",2,Electronics,492.29
R07480,C07480,P7480,"Not bad, but not great either.",3,Electronics,292.56
R07481,C07481,P7481,"Loved it, highly recommend.",4,Home Decor,353.12
R07482,C07482,P7482,"Shipping took too long, bad customer service.",2,Books,39.95
R07483,C07483,P7483,"Average quality, nothing special.",3,Electronics,396.58
R07484,C07484,P7484,"Worst purchase ever, do not recommend.",2,Books,213.26
R07485,C07485,P7485,"Broke within a week, very disappointed.",1,Home Decor,160.41
R07486,C07486,P7486,"Average quality, nothing special.",3,Books,105.25
R07487,C07487,P7487,"Not bad, but not great either.",3,Electronics,264.79
R07488,C07488,P7488,"Loved it, highly recommend.",4,Toys,494.47
R07489,C07489,P7489,"Average quality, nothing special.",3,Home Decor,439.87
R07490,C07490,P7490,"Not worth the money, poor quality.",1,Home Decor,274.6
R07491,C07491,P7491,"It does what it says, but nothing exceptional.",3,Books,314.04
R07492,C07492,P7492,"Average quality, nothing special.",3,Home Decor,24.7
R07493,C07493,P7493,"Great product, works perfectly!",5,Clothing,228.95
R07494,C07494,P7494,"Terrible experience, never buying again.",1,Home Decor,109.01
R07495,C07495,P7495,"Loved it, highly recommend.",5,Books,259.52
R07496,C07496,P7496,"Broke within a week, very disappointed.",2,Toys,179.61
R07497,C07497,P7497,"Worst purchase ever, do not recommend.",2,Toys,37.08
R07498,C07498,P7498,"Terrible experience, never buying again.",1,Books,249.59
R07499,C07499,P7499,"Great product, works perfectly!",5,Toys,33.75
R07500,C07500,P7500,"Shipping took too long, bad customer service.",2,Toys,292.61
R07501,C07501,P7501,"Exceeded my expectations, excellent service.",5,Electronics,187.95
R07502,C07502,P7502,"Neutral experience, might buy again.",3,Books,493.85
R07503,C07503,P7503,"Average quality, nothing special.",3,Electronics,382.24
R07504,C07504,P7504,"Average quality, nothing special.",3,Books,315.46
R07505,C07505,P7505,"Neutral experience, might buy again.",3,Home Decor,87.99
R07506,C07506,P7506,"It's okay, not the best.",3,Home Decor,414.25
R07507,C07507,P7507,"Broke within a week, very disappointed.",1,Electronics,109.0
R07508,C07508,P7508,"Five stars, would buy again.",5,Home Decor,135.47
R07509,C07509,P7509,"Great product, works perfectly!",5,Books,258.3
R07510,C07510,P7510,"Neutral experience, might buy again.",3,Books,208.46
R07511,C07511,P7511,"Broke within a week, very disappointed.",2,Toys,264.94
R07512,C07512,P7512,"Broke within a week, very disappointed.",1,Electronics,431.32
R07513,C07513,P7513,"Broke within a week, very disappointed.",2,Books,479.94
R07514,C07514,P7514,"Loved it, highly recommend.",5,Toys,344.2
R07515,C07515,P7515,"It's okay, not the best.",3,Toys,202.3
R07516,C07516,P7516,"It does what it says, but nothing exceptional.",3,Home Decor,79.71
R07517,C07517,P7517,"Exceeded my expectations, excellent service.",4,Books,298.87
R07518,C07518,P7518,"Loved it, highly recommend.",4,Electronics,342.22
R07519,C07519,P7519,"It does what it says, but nothing exceptional.",3,Books,94.3
R07520,C07520,P7520,"Not worth the money, poor quality.",2,Electronics,468.15
R07521,C07521,P7521,"Not worth the money, poor quality.",1,Books,394.24
R07522,C07522,P7522,"Worst purchase ever, do not recommend.",2,Electronics,303.3
R07523,C07523,P7523,"Terrible experience, never buying again.",2,Books,317.86
R07524,C07524,P7524,"Loved it, highly recommend.",5,Home Decor,170.2
R07525,C07525,P7525,"Not worth the money, poor quality.",2,Toys,48.67
R07526,C07526,P7526,"Worst purchase ever, do not recommend.",2,Electronics,439.85
R07527,C07527,P7527,"Exceeded my expectations, excellent service.",5,Electronics,275.68
R07528,C07528,P7528,"Great product, works perfectly!",5,Clothing,81.57
R07529,C07529,P7529,Amazing quality and very durable.,5,Electronics,285.7
R07530,C07530,P7530,"Five stars, would buy again.",5,Books,395.61
R07531,C07531,P7531,"Loved it, highly recommend.",5,Books,263.88
R07532,C07532,P7532,"Worst purchase ever, do not recommend.",1,Home Decor,196.55
R07533,C07533,P7533,"Great product, works perfectly!",4,Clothing,329.55
R07534,C07534,P7534,"Exceeded my expectations, excellent service.",4,Toys,382.4
R07535,C07535,P7535,"Shipping took too long, bad customer service.",1,Books,257.82
R07536,C07536,P7536,"Not worth the money, poor quality.",1,Electronics,71.24
R07537,C07537,P7537,"Terrible experience, never buying again.",2,Home Decor,405.17
R07538,C07538,P7538,"Worst purchase ever, do not recommend.",1,Home Decor,326.18
R07539,C07539,P7539,"Five stars, would buy again.",4,Toys,246.78
R07540,C07540,P7540,"It does what it says, but nothing exceptional.",3,Books,458.13
R07541,C07541,P7541,"Not bad, but not great either.",3,Clothing,197.07
R07542,C07542,P7542,"It does what it says, but nothing exceptional.",3,Toys,381.41
R07543,C07543,P7543,"Terrible experience, never buying again.",2,Books,483.03
R07544,C07544,P7544,"Five stars, would buy again.",4,Electronics,23.14
R07545,C07545,P7545,Amazing quality and very durable.,5,Electronics,63.62
R07546,C07546,P7546,Amazing quality and very durable.,5,Clothing,230.07
R07547,C07547,P7547,"Neutral experience, might buy again.",3,Toys,70.32
R07548,C07548,P7548,"Not worth the money, poor quality.",2,Electronics,243.12
R07549,C07549,P7549,"Neutral experience, might buy again.",3,Toys,77.63
R07550,C07550,P7550,"Broke within a week, very disappointed.",1,Books,279.64
R07551,C07551,P7551,"Terrible experience, never buying again.",1,Electronics,196.87
R07552,C07552,P7552,"Not worth the money, poor quality.",2,Toys,305.31
R07553,C07553,P7553,"Worst purchase ever, do not recommend.",2,Clothing,119.33
R07554,C07554,P7554,"Shipping took too long, bad customer service.",2,Books,141.08
R07555,C07555,P7555,"Broke within a week, very disappointed.",2,Home Decor,354.69
R07556,C07556,P7556,"Not bad, but not great either.",3,Toys,333.06
R07557,C07557,P7557,"Shipping took too long, bad customer service.",2,Books,425.52
R07558,C07558,P7558,"Broke within a week, very disappointed.",2,Toys,332.37
R07559,C07559,P7559,"Worst purchase ever, do not recommend.",2,Electronics,305.7
R07560,C07560,P7560,"Not worth the money, poor quality.",1,Home Decor,229.79
R07561,C07561,P7561,"Great product, works perfectly!",4,Toys,27.88
R07562,C07562,P7562,"Not worth the money, poor quality.",1,Electronics,358.35
R07563,C07563,P7563,"Broke within a week, very disappointed.",1,Toys,26.9
R07564,C07564,P7564,"Broke within a week, very disappointed.",1,Books,247.96
R07565,C07565,P7565,"Five stars, would buy again.",4,Clothing,232.82
R07566,C07566,P7566,"Loved it, highly recommend.",4,Books,309.02
R07567,C07567,P7567,"Shipping took too long, bad customer service.",1,Home Decor,431.81
R07568,C07568,P7568,"Worst purchase ever, do not recommend.",2,Clothing,392.56
R07569,C07569,P7569,"Shipping took too long, bad customer service.",1,Electronics,433.19
R07570,C07570,P7570,"Shipping took too long, bad customer service.",1,Home Decor,498.29
R07571,C07571,P7571,Amazing quality and very durable.,5,Toys,99.55
R07572,C07572,P7572,"Exceeded my expectations, excellent service.",5,Home Decor,180.39
R07573,C07573,P7573,"Broke within a week, very disappointed.",1,Books,225.82
R07574,C07574,P7574,Amazing quality and very durable.,4,Electronics,401.18
R07575,C07575,P7575,"Broke within a week, very disappointed.",1,Clothing,223.92
R07576,C07576,P7576,"It does what it says, but nothing exceptional.",3,Electronics,371.17
R07577,C07577,P7577,"Shipping took too long, bad customer service.",1,Clothing,384.14
R07578,C07578,P7578,"Broke within a week, very disappointed.",1,Books,420.73
R07579,C07579,P7579,"It does what it says, but nothing exceptional.",3,Books,330.81
R07580,C07580,P7580,"Terrible experience, never buying again.",1,Clothing,440.53
R07581,C07581,P7581,"Broke within a week, very disappointed.",1,Electronics,54.57
R07582,C07582,P7582,"Shipping took too long, bad customer service.",1,Books,167.99
R07583,C07583,P7583,"Five stars, would buy again.",5,Clothing,317.9
R07584,C07584,P7584,"Shipping took too long, bad customer service.",2,Books,342.27
R07585,C07585,P7585,"Exceeded my expectations, excellent service.",5,Electronics,384.98
R07586,C07586,P7586,"Worst purchase ever, do not recommend.",2,Home Decor,222.79
R07587,C07587,P7587,"Shipping took too long, bad customer service.",2,Clothing,453.01
R07588,C07588,P7588,"Average quality, nothing special.",3,Clothing,181.95
R07589,C07589,P7589,"Broke within a week, very disappointed.",1,Home Decor,323.64
R07590,C07590,P7590,"Terrible experience, never buying again.",1,Toys,264.77
R07591,C07591,P7591,"Not worth the money, poor quality.",2,Books,310.84
R07592,C07592,P7592,"It's okay, not the best.",3,Clothing,339.37
R07593,C07593,P7593,"Loved it, highly recommend.",5,Books,370.88
R07594,C07594,P7594,"Average quality, nothing special.",3,Electronics,260.71
R07595,C07595,P7595,"It's okay, not the best.",3,Electronics,356.9
R07596,C07596,P7596,"Shipping took too long, bad customer service.",2,Clothing,143.68
R07597,C07597,P7597,"Exceeded my expectations, excellent service.",5,Clothing,27.13
R07598,C07598,P7598,Amazing quality and very durable.,5,Clothing,186.98
R07599,C07599,P7599,"Shipping took too long, bad customer service.",2,Toys,257.0
R07600,C07600,P7600,"Five stars, would buy again.",5,Toys,108.57
R07601,C07601,P7601,Amazing quality and very durable.,5,Electronics,486.07
R07602,C07602,P7602,"Not worth the money, poor quality.",1,Books,159.12
R07603,C07603,P7603,"Terrible experience, never buying again.",1,Books,157.74
R07604,C07604,P7604,"Great product, works perfectly!",5,Home Decor,244.28
R07605,C07605,P7605,"Broke within a week, very disappointed.",1,Books,30.45
R07606,C07606,P7606,Amazing quality and very durable.,5,Electronics,460.27
R07607,C07607,P7607,"Terrible experience, never buying again.",2,Toys,55.69
R07608,C07608,P7608,"Worst purchase ever, do not recommend.",2,Home Decor,80.43
R07609,C07609,P7609,"Not bad, but not great either.",3,Toys,117.28
R07610,C07610,P7610,"Worst purchase ever, do not recommend.",2,Electronics,325.85
R07611,C07611,P7611,"Exceeded my expectations, excellent service.",5,Books,164.74
R07612,C07612,P7612,"Worst purchase ever, do not recommend.",1,Books,29.36
R07613,C07613,P7613,"Terrible experience, never buying again.",1,Electronics,203.3
R07614,C07614,P7614,"Worst purchase ever, do not recommend.",2,Home Decor,495.29
R07615,C07615,P7615,"Five stars, would buy again.",5,Books,61.35
R07616,C07616,P7616,"Loved it, highly recommend.",4,Toys,315.75
R07617,C07617,P7617,"Neutral experience, might buy again.",3,Books,199.8
R07618,C07618,P7618,"Five stars, would buy again.",5,Electronics,467.52
R07619,C07619,P7619,"Worst purchase ever, do not recommend.",2,Electronics,269.24
R07620,C07620,P7620,"Five stars, would buy again.",4,Electronics,41.95
R07621,C07621,P7621,"Terrible experience, never buying again.",1,Home Decor,23.55
R07622,C07622,P7622,"Not worth the money, poor quality.",2,Home Decor,321.24
R07623,C07623,P7623,"It does what it says, but nothing exceptional.",3,Books,439.78
R07624,C07624,P7624,"Exceeded my expectations, excellent service.",4,Books,227.92
R07625,C07625,P7625,"Exceeded my expectations, excellent service.",4,Toys,225.97
R07626,C07626,P7626,"Worst purchase ever, do not recommend.",2,Clothing,31.45
R07627,C07627,P7627,"Loved it, highly recommend.",5,Clothing,441.83
R07628,C07628,P7628,"Broke within a week, very disappointed.",2,Electronics,119.9
R07629,C07629,P7629,"Exceeded my expectations, excellent service.",4,Electronics,486.89
R07630,C07630,P7630,"Shipping took too long, bad customer service.",1,Clothing,403.13
R07631,C07631,P7631,"Neutral experience, might buy again.",3,Electronics,315.64
R07632,C07632,P7632,"Shipping took too long, bad customer service.",1,Toys,181.79
R07633,C07633,P7633,"Great product, works perfectly!",4,Clothing,258.63
R07634,C07634,P7634,"Terrible experience, never buying again.",1,Clothing,135.39
R07635,C07635,P7635,"Loved it, highly recommend.",5,Books,488.28
R07636,C07636,P7636,"Shipping took too long, bad customer service.",2,Toys,289.38
R07637,C07637,P7637,Amazing quality and very durable.,4,Home Decor,150.26
R07638,C07638,P7638,"Average quality, nothing special.",3,Toys,457.91
R07639,C07639,P7639,"Neutral experience, might buy again.",3,Home Decor,494.89
R07640,C07640,P7640,"Loved it, highly recommend.",5,Books,410.6
R07641,C07641,P7641,"Worst purchase ever, do not recommend.",1,Electronics,214.51
R07642,C07642,P7642,"Worst purchase ever, do not recommend.",1,Clothing,428.83
R07643,C07643,P7643,"Average quality, nothing special.",3,Toys,477.12
R07644,C07644,P7644,"Loved it, highly recommend.",4,Books,408.13
R07645,C07645,P7645,"Terrible experience, never buying again.",1,Electronics,37.86
R07646,C07646,P7646,Amazing quality and very durable.,4,Toys,112.87
R07647,C07647,P7647,"Neutral experience, might buy again.",3,Electronics,71.68
R07648,C07648,P7648,"Exceeded my expectations, excellent service.",4,Clothing,163.05
